Customer,State,Coverage,Education,Gender,Income,Location_Code,Marital_Status,Sales_Channel,Vehicle_Class,Vehicle_Size,flag
LD69905,Arizona,Extended,High School or Below,M,21238,Suburban,Married,Call Center,Four-Door Car,Medsize,2
YN46118,Arizona,Basic,High School or Below,F,20951,Suburban,Single,Branch,Four-Door Car,Small,2
CB61335,California,Extended,High School or Below,F,21687,Suburban,Married,Agent,Four-Door Car,Medsize,2
GT18396,Arizona,Extended,College,M,48642,Rural,Married,Branch,Four-Door Car,Medsize,2
HJ64867,Arizona,Basic,College,F,78352,Rural,Divorced,Web,Two-Door Car,Medsize,2
KH55886,Oregon,Premium,Bachelor,M,78310,Rural,Married,Agent,Sports Car,Medsize,2
XQ50187,Oregon,Extended,Master,M,74918,Urban,Single,Branch,Two-Door Car,Medsize,3
WW74234,Arizona,Basic,College,F,49544,Rural,Single,Agent,SUV,Medsize,2
KT54608,Arizona,Basic,Bachelor,M,78618,Urban,Divorced,Agent,Two-Door Car,Medsize,1
FA15811,Nevada,Extended,College,F,38910,Rural,Married,Branch,Two-Door Car,Medsize,2
QC27179,Oregon,Basic,Bachelor,M,38466,Urban,Single,Agent,Two-Door Car,Medsize,2
VC47959,Arizona,Basic,College,F,54495,Urban,Married,Branch,Four-Door Car,Medsize,2
HP40365,Oregon,Basic,College,F,70492,Urban,Divorced,Web,Two-Door Car,Medsize,2
QC30094,Oregon,Extended,High School or Below,F,15921,Suburban,Married,Call Center,Four-Door Car,Small,1
TP33286,Washington,Premium,High School or Below,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,1
FP31685,Oregon,Basic,Bachelor,F,24887,Suburban,Single,Agent,Four-Door Car,Medsize,2
LE28486,Oregon,Basic,College,F,46210,Rural,Married,Agent,SUV,Medsize,2
EI17022,Washington,Basic,Bachelor,M,14973,Suburban,Divorced,Branch,SUV,Medsize,1
IE97795,California,Extended,High School or Below,M,39020,Suburban,Married,Agent,Four-Door Car,Small,1
JT64945,California,Basic,College,F,65024,Urban,Married,Call Center,Four-Door Car,Medsize,2
RV92809,California,Basic,College,M,22520,Suburban,Married,Branch,Four-Door Car,Medsize,2
UE96503,California,Basic,Doctor,M,0,Suburban,Married,Web,Four-Door Car,Medsize,1
NY89701,California,Extended,Bachelor,F,25320,Urban,Married,Agent,Four-Door Car,Large,2
CR83581,California,Basic,College,M,27816,Suburban,Married,Agent,SUV,Small,2
OY95386,California,Basic,Bachelor,F,0,Suburban,Married,Branch,SUV,Medsize,2
CT53265,California,Basic,College,F,18834,Suburban,Married,Agent,Two-Door Car,Medsize,2
UY32623,California,Extended,College,F,18213,Suburban,Divorced,Branch,Four-Door Car,Large,1
TL44525,California,Basic,Bachelor,M,78618,Urban,Divorced,Agent,Two-Door Car,Medsize,1
VQ65197,California,Basic,College,F,0,Suburban,Married,Agent,SUV,Medsize,2
OS94884,Arizona,Basic,Bachelor,F,52705,Rural,Married,Web,Two-Door Car,Large,2
TH95618,California,Basic,High School or Below,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
TE34064,California,Basic,High School or Below,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
OM24164,Nevada,Basic,Bachelor,M,0,Suburban,Single,Agent,Two-Door Car,Medsize,2
KB72438,California,Extended,High School or Below,F,65989,Rural,Married,Call Center,SUV,Medsize,2
EK87864,Arizona,Basic,College,F,38977,Rural,Married,Agent,Four-Door Car,Medsize,3
AI85843,Arizona,Extended,Master,F,33288,Urban,Married,Branch,Four-Door Car,Medsize,2
AW77988,Oregon,Basic,High School or Below,M,17588,Suburban,Single,Web,Luxury Car,Medsize,2
XS12556,California,Basic,College,F,0,Suburban,Married,Call Center,Sports Car,Medsize,1
WK23685,Oregon,Extended,Bachelor,F,47274,Rural,Married,Agent,Four-Door Car,Medsize,1
NG66579,Oregon,Basic,Bachelor,M,41869,Urban,Married,Web,Two-Door Car,Medsize,2
PN18507,Arizona,Premium,Bachelor,M,88854,Suburban,Single,Branch,Two-Door Car,Medsize,2
TA34903,Oregon,Basic,High School or Below,M,81082,Urban,Married,Agent,Four-Door Car,Large,2
MH40017,Arizona,Basic,High School or Below,M,29809,Suburban,Married,Call Center,Four-Door Car,Medsize,2
PN22481,Oregon,Basic,College,M,0,Suburban,Single,Agent,Two-Door Car,Medsize,1
QA41558,Oregon,Basic,Master,F,73536,Urban,Married,Branch,Two-Door Car,Medsize,2
FS29897,Oregon,Basic,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
UQ85283,California,Basic,Bachelor,M,41279,Rural,Single,Agent,Sports Car,Medsize,2
AB21519,California,Extended,College,F,93272,Urban,Married,Branch,Four-Door Car,Medsize,2
NY97446,Oregon,Basic,High School or Below,F,96339,Urban,Married,Branch,Four-Door Car,Medsize,1
OK50159,Arizona,Basic,Bachelor,F,31071,Rural,Single,Call Center,Sports Car,Small,2
UP97629,California,Extended,College,F,0,Urban,Married,Web,Four-Door Car,Medsize,2
ZG84862,Nevada,Basic,High School or Below,M,0,Suburban,Single,Branch,Two-Door Car,Small,2
TW91179,Oregon,Extended,College,F,93272,Urban,Married,Branch,Four-Door Car,Medsize,1
IY59173,Oregon,Extended,Master,F,68867,Suburban,Married,Call Center,SUV,Medsize,2
JX76668,Washington,Premium,High School or Below,F,62935,Rural,Married,Agent,Sports Car,Small,2
FG99706,Oregon,Extended,College,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
GI89160,California,Basic,Bachelor,F,56516,Suburban,Married,Call Center,Luxury SUV,Medsize,2
PR21713,Nevada,Basic,High School or Below,M,81082,Urban,Married,Agent,Four-Door Car,Large,2
KB15252,Arizona,Extended,College,F,0,Suburban,Married,Agent,Two-Door Car,Medsize,2
KV57104,Oregon,Basic,High School or Below,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
UF73578,California,Basic,High School or Below,M,81082,Urban,Married,Agent,Four-Door Car,Large,2
UE52886,Arizona,Extended,Bachelor,M,42803,Urban,Divorced,Call Center,Luxury Car,Small,2
GK48045,Washington,Basic,College,F,73245,Urban,Married,Branch,Four-Door Car,Medsize,2
CN31328,Arizona,Basic,College,F,46946,Suburban,Divorced,Web,Four-Door Car,Medsize,2
IA91291,Arizona,Basic,College,F,99069,Rural,Married,Branch,Four-Door Car,Medsize,1
TM79451,California,Basic,College,F,97742,Rural,Single,Agent,Four-Door Car,Small,2
JK90180,Arizona,Basic,College,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
JC37277,Oregon,Extended,College,M,34615,Suburban,Married,Agent,Four-Door Car,Medsize,2
MB32944,Nevada,Basic,Master,M,77350,Suburban,Divorced,Branch,Four-Door Car,Medsize,2
FR15942,Washington,Extended,Bachelor,M,19098,Suburban,Married,Branch,Two-Door Car,Medsize,2
EN65835,Arizona,Premium,Bachelor,F,24964,Suburban,Married,Agent,SUV,Medsize,2
XA77673,Nevada,Basic,College,F,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
JP44710,Nevada,Extended,High School or Below,M,0,Suburban,Single,Call Center,SUV,Medsize,2
UM53032,California,Extended,College,M,84822,Urban,Married,Agent,Four-Door Car,Medsize,1
TM94572,Arizona,Extended,Bachelor,M,0,Suburban,Single,Agent,SUV,Medsize,2
ZE71012,Nevada,Basic,Bachelor,M,20346,Suburban,Married,Agent,Two-Door Car,Medsize,1
PW69692,Oregon,Extended,College,F,93272,Urban,Married,Branch,Four-Door Car,Medsize,2
IP81759,Nevada,Extended,High School or Below,M,60613,Suburban,Single,Call Center,Luxury Car,Small,2
HF44881,Arizona,Basic,High School or Below,M,29875,Suburban,Single,Web,Sports Car,Medsize,1
VJ83206,California,Basic,College,M,72117,Rural,Married,Branch,Four-Door Car,Medsize,2
EX13440,Oregon,Basic,High School or Below,M,0,Suburban,Single,Branch,SUV,Medsize,1
HW40931,Oregon,Extended,College,F,34612,Suburban,Married,Web,Four-Door Car,Small,3
GA71186,Nevada,Basic,High School or Below,M,83392,Urban,Married,Agent,SUV,Medsize,2
PV39600,California,Premium,Bachelor,M,24285,Suburban,Divorced,Agent,Two-Door Car,Small,2
PD32943,Oregon,Basic,Bachelor,M,0,Suburban,Married,Branch,Four-Door Car,Small,2
AM57175,Oregon,Extended,High School or Below,F,62473,Suburban,Divorced,Branch,Four-Door Car,Small,2
QF17381,Arizona,Basic,Bachelor,F,0,Suburban,Married,Agent,Four-Door Car,Small,1
PA28328,California,Extended,College,F,93272,Urban,Married,Branch,Four-Door Car,Medsize,1
EZ85603,Arizona,Premium,College,F,0,Suburban,Married,Branch,SUV,Medsize,2
GX27974,California,Basic,College,F,0,Rural,Married,Agent,Four-Door Car,Medsize,2
YO49328,Arizona,Basic,High School or Below,M,55193,Suburban,Married,Branch,SUV,Medsize,2
PL14941,Nevada,Premium,High School or Below,F,76700,Urban,Married,Branch,Four-Door Car,Small,2
ZE59592,Oregon,Basic,College,M,24910,Suburban,Married,Agent,Two-Door Car,Medsize,2
OI68331,California,Basic,Doctor,F,21576,Suburban,Married,Web,Four-Door Car,Medsize,2
ZM31116,Arizona,Extended,Doctor,M,63688,Suburban,Married,Branch,Four-Door Car,Medsize,2
BX20846,Oregon,Extended,College,F,93272,Urban,Married,Branch,Four-Door Car,Medsize,2
CO71312,Arizona,Premium,High School or Below,F,10384,Suburban,Married,Agent,SUV,Medsize,2
IZ79227,Arizona,Extended,Bachelor,M,36548,Suburban,Married,Agent,Four-Door Car,Small,2
PP20957,Nevada,Basic,Bachelor,F,0,Suburban,Married,Web,SUV,Medsize,2
CH78309,Oregon,Basic,College,M,72211,Rural,Married,Web,Four-Door Car,Medsize,2
EM89554,Oregon,Basic,Bachelor,F,48091,Rural,Married,Branch,SUV,Medsize,2
GQ17441,Nevada,Basic,High School or Below,M,0,Suburban,Single,Agent,SUV,Large,2
VS28690,Nevada,Extended,Master,F,20942,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
KX53892,Oregon,Basic,College,F,61146,Urban,Married,Branch,Four-Door Car,Medsize,2
SC81807,California,Basic,College,F,32180,Suburban,Married,Call Center,Sports Car,Small,3
ER10834,Nevada,Basic,Master,F,68787,Rural,Married,Call Center,Four-Door Car,Medsize,2
HC25359,Oregon,Premium,Master,F,52572,Urban,Divorced,Agent,Four-Door Car,Medsize,2
EV39201,California,Extended,College,F,93272,Urban,Married,Branch,Four-Door Car,Medsize,2
CE17166,California,Extended,College,M,56225,Suburban,Divorced,Agent,Four-Door Car,Small,2
CQ19667,Oregon,Premium,Bachelor,F,49853,Suburban,Single,Branch,Four-Door Car,Medsize,2
PK37320,Oregon,Basic,Master,F,83838,Urban,Married,Call Center,Two-Door Car,Medsize,2
LC86277,Oregon,Extended,High School or Below,M,19447,Suburban,Married,Call Center,Four-Door Car,Medsize,1
LW43630,California,Extended,Bachelor,F,71269,Urban,Married,Branch,Four-Door Car,Medsize,2
TU82820,California,Basic,Master,M,73019,Suburban,Divorced,Agent,SUV,Large,1
EM16179,Arizona,Basic,College,F,69011,Suburban,Single,Call Center,Four-Door Car,Medsize,2
TU25694,Oregon,Basic,High School or Below,M,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
JE19783,Arizona,Extended,Bachelor,M,26436,Suburban,Divorced,Branch,Two-Door Car,Small,2
SD42668,Washington,Basic,Bachelor,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
RX96438,Washington,Basic,High School or Below,F,24400,Suburban,Single,Agent,Two-Door Car,Medsize,1
NT79981,Nevada,Extended,High School or Below,F,13199,Suburban,Divorced,Agent,Four-Door Car,Medsize,2
QP32003,Arizona,Extended,College,F,0,Suburban,Single,Call Center,Four-Door Car,Medsize,2
QF69163,Washington,Premium,College,F,25676,Suburban,Married,Web,Two-Door Car,Medsize,2
OL48469,Nevada,Basic,High School or Below,M,0,Suburban,Single,Branch,Four-Door Car,Medsize,2
IU14618,Oregon,Basic,High School or Below,M,81082,Urban,Married,Agent,Four-Door Car,Large,2
OF20965,Nevada,Extended,Bachelor,F,67780,Suburban,Divorced,Call Center,Four-Door Car,Small,2
XJ40322,California,Basic,High School or Below,F,61687,Rural,Single,Web,Two-Door Car,Medsize,2
XL90594,California,Extended,College,F,87473,Urban,Divorced,Web,Four-Door Car,Medsize,2
LC27380,Oregon,Basic,High School or Below,F,32224,Rural,Married,Branch,Four-Door Car,Medsize,2
ZK52226,California,Basic,High School or Below,F,0,Suburban,Single,Branch,Two-Door Car,Large,1
EI32190,Arizona,Extended,Doctor,M,67534,Rural,Married,Agent,Four-Door Car,Small,2
WS56675,Oregon,Premium,High School or Below,F,88590,Rural,Married,Branch,Two-Door Car,Medsize,2
SS90882,Oregon,Basic,College,F,66795,Urban,Married,Web,Four-Door Car,Medsize,2
AP46166,California,Basic,High School or Below,F,0,Suburban,Single,Call Center,Two-Door Car,Small,2
XB61209,Arizona,Extended,College,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
PJ92694,California,Basic,High School or Below,M,57135,Urban,Divorced,Branch,Four-Door Car,Medsize,1
SS12362,California,Extended,High School or Below,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,3
OU99581,California,Basic,Bachelor,M,49945,Rural,Married,Call Center,Four-Door Car,Large,2
GE26813,Arizona,Basic,High School or Below,M,0,Suburban,Divorced,Call Center,Four-Door Car,Small,2
ZY49833,California,Basic,Bachelor,F,87020,Urban,Married,Web,Four-Door Car,Small,2
LX15904,Washington,Basic,High School or Below,F,39393,Suburban,Married,Agent,Four-Door Car,Medsize,3
WP60679,Oregon,Basic,Bachelor,M,95351,Urban,Married,Web,Sports Car,Medsize,2
UM26324,Washington,Basic,High School or Below,M,81082,Urban,Married,Agent,Four-Door Car,Large,1
EI85578,California,Basic,Bachelor,F,0,Rural,Married,Agent,SUV,Medsize,2
WM87004,Oregon,Basic,Bachelor,M,0,Suburban,Divorced,Branch,SUV,Small,2
AF69537,Arizona,Premium,College,M,59630,Suburban,Married,Agent,SUV,Medsize,2
SY29553,Oregon,Basic,High School or Below,F,0,Suburban,Married,Agent,Four-Door Car,Medsize,2
DA20791,California,Extended,College,M,66457,Suburban,Married,Branch,Four-Door Car,Medsize,2
JG94795,Oregon,Premium,Master,F,60010,Suburban,Married,Agent,Four-Door Car,Medsize,3
RT60959,Oregon,Basic,High School or Below,F,0,Suburban,Married,Agent,Luxury SUV,Medsize,1
WP64059,California,Basic,Bachelor,F,91814,Urban,Married,Call Center,Two-Door Car,Medsize,2
QH87479,Oregon,Extended,High School or Below,F,54586,Rural,Married,Branch,Two-Door Car,Large,2
CD26907,California,Basic,Bachelor,M,0,Suburban,Single,Web,Sports Car,Medsize,2
KA62728,California,Premium,High School or Below,M,87094,Rural,Single,Agent,Four-Door Car,Medsize,2
SJ24275,Nevada,Basic,College,F,37313,Urban,Single,Branch,Four-Door Car,Medsize,2
AY30324,Oregon,Extended,Bachelor,F,99074,Urban,Married,Call Center,Two-Door Car,Medsize,3
ET10831,Oregon,Basic,College,M,95427,Suburban,Single,Call Center,Four-Door Car,Medsize,2
ON74557,California,Extended,Bachelor,M,74915,Urban,Married,Branch,SUV,Medsize,2
MF30956,California,Basic,College,M,83761,Rural,Married,Web,SUV,Medsize,1
JO60130,California,Basic,High School or Below,M,81082,Urban,Married,Agent,Four-Door Car,Large,2
BS53322,California,Basic,High School or Below,F,77738,Urban,Married,Call Center,SUV,Small,2
TM68292,California,Basic,Master,F,12626,Suburban,Single,Branch,Four-Door Car,Small,2
KM22467,California,Basic,Bachelor,M,55898,Suburban,Married,Agent,Two-Door Car,Medsize,2
JB32090,California,Extended,High School or Below,F,53441,Suburban,Married,Agent,Two-Door Car,Medsize,2
MD32702,California,Basic,Bachelor,F,0,Suburban,Single,Call Center,SUV,Medsize,2
NH99355,California,Basic,High School or Below,M,0,Suburban,Married,Call Center,Four-Door Car,Medsize,2
CC92362,California,Premium,Bachelor,M,18141,Suburban,Married,Call Center,Four-Door Car,Small,2
IX32007,California,Basic,Bachelor,M,0,Suburban,Single,Call Center,SUV,Small,2
UV44323,California,Extended,College,F,0,Suburban,Married,Branch,SUV,Large,2
RX14132,California,Basic,High School or Below,M,25926,Suburban,Married,Agent,Two-Door Car,Small,2
HO82823,California,Extended,Bachelor,F,59367,Rural,Married,Agent,Four-Door Car,Medsize,2
YM19146,California,Premium,College,F,47761,Suburban,Single,Branch,Four-Door Car,Large,2
DP39365,California,Premium,Master,M,77026,Urban,Married,Agent,Four-Door Car,Medsize,1
FV94802,Nevada,Basic,High School or Below,M,25049,Suburban,Married,Call Center,Two-Door Car,Medsize,2
DM79012,Oregon,Extended,Master,F,65706,Suburban,Married,Web,Four-Door Car,Small,2
LN31673,Washington,Extended,College,M,38923,Rural,Married,Agent,Four-Door Car,Medsize,2
NR15332,California,Basic,High School or Below,M,29757,Suburban,Married,Web,Four-Door Car,Small,2
RI24911,Arizona,Basic,College,M,60920,Urban,Single,Agent,Two-Door Car,Medsize,2
EM66435,Oregon,Basic,Bachelor,F,80210,Rural,Divorced,Agent,Four-Door Car,Medsize,1
AY40674,Washington,Extended,Bachelor,F,26583,Suburban,Married,Agent,SUV,Medsize,2
WU60905,California,Basic,High School or Below,F,0,Suburban,Married,Web,SUV,Medsize,1
GN45013,Oregon,Basic,High School or Below,M,29664,Suburban,Married,Agent,Four-Door Car,Medsize,2
GF65731,California,Basic,Master,F,0,Suburban,Married,Call Center,Sports Car,Large,2
ZR25747,Oregon,Premium,College,F,45257,Suburban,Married,Call Center,Two-Door Car,Medsize,1
LL62746,Oregon,Basic,Doctor,M,12829,Urban,Married,Call Center,SUV,Medsize,2
AW73065,Oregon,Basic,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Small,2
SH55671,Arizona,Premium,College,F,0,Suburban,Married,Branch,Sports Car,Small,2
TN50051,California,Basic,Doctor,F,83318,Urban,Divorced,Web,Two-Door Car,Medsize,2
KM33477,Oregon,Basic,College,M,21733,Suburban,Single,Web,Four-Door Car,Medsize,1
ZO83562,Nevada,Basic,Bachelor,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
CB58476,Oregon,Basic,College,F,0,Suburban,Single,Call Center,Four-Door Car,Small,1
FS76657,Oregon,Basic,College,F,53526,Urban,Married,Agent,Four-Door Car,Medsize,2
KJ87930,California,Basic,Bachelor,F,0,Suburban,Single,Agent,SUV,Medsize,1
VB87946,California,Basic,College,M,49714,Urban,Married,Branch,Four-Door Car,Medsize,2
KU61611,Arizona,Basic,High School or Below,M,69040,Suburban,Married,Call Center,Sports Car,Small,1
CX99919,Nevada,Basic,College,F,28321,Suburban,Single,Branch,SUV,Medsize,1
VH62084,California,Basic,High School or Below,M,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
IA15979,Washington,Extended,College,M,40598,Urban,Single,Agent,Four-Door Car,Medsize,2
SG32258,Arizona,Basic,College,F,18944,Rural,Married,Call Center,Four-Door Car,Medsize,2
PM61374,California,Premium,Bachelor,F,0,Suburban,Married,Web,Two-Door Car,Medsize,2
MD87746,Oregon,Basic,College,M,60920,Urban,Single,Agent,Two-Door Car,Medsize,2
UN39066,Washington,Basic,Bachelor,M,26676,Suburban,Married,Agent,SUV,Large,2
XE18554,California,Extended,Bachelor,F,24177,Suburban,Married,Agent,Four-Door Car,Medsize,2
CE94751,California,Basic,College,M,0,Suburban,Single,Branch,Two-Door Car,Medsize,2
DM76654,California,Extended,College,M,22022,Suburban,Single,Branch,SUV,Large,2
VO25602,Nevada,Extended,College,F,98701,Rural,Married,Branch,Four-Door Car,Small,2
ZU74482,Oregon,Basic,College,M,60920,Urban,Single,Agent,Two-Door Car,Medsize,2
RL74454,Nevada,Basic,Bachelor,F,33171,Urban,Married,Branch,Four-Door Car,Medsize,2
FP93662,California,Extended,Master,F,58516,Suburban,Married,Branch,Two-Door Car,Large,1
VG31922,Nevada,Premium,Bachelor,F,0,Suburban,Married,Call Center,SUV,Small,2
QZ77637,Washington,Basic,College,F,84978,Rural,Married,Agent,Four-Door Car,Large,1
VF73104,Arizona,Basic,High School or Below,F,20868,Rural,Married,Agent,Four-Door Car,Medsize,2
GJ63103,Oregon,Basic,High School or Below,F,27869,Suburban,Married,Web,Two-Door Car,Small,2
RN88075,Washington,Extended,Bachelor,F,0,Suburban,Single,Branch,Two-Door Car,Medsize,2
IE84844,Nevada,Basic,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
YW26148,California,Basic,High School or Below,F,0,Suburban,Single,Agent,Four-Door Car,Medsize,2
ON30714,California,Basic,College,M,74809,Urban,Married,Branch,Two-Door Car,Small,2
FM61329,California,Basic,College,M,50144,Suburban,Married,Web,SUV,Medsize,2
MY23958,California,Basic,Bachelor,M,0,Suburban,Single,Branch,Sports Car,Medsize,2
FN61865,Nevada,Premium,Master,F,26245,Rural,Single,Call Center,Two-Door Car,Medsize,2
QW60568,California,Premium,College,M,58789,Rural,Married,Call Center,Four-Door Car,Medsize,1
